t,mtd
-30.021440164941,40.946394104228794
-28.790961133531965,42.07764520091243
-27.97343832251249,42.256514300754496
-26.879989910510375,43.198148798034715
-25.78747367959266,43.94801719599927
-24.697753991928156,44.122587296016825
-23.60616994209485,44.6806895946657
-23.1950780838741,45.24953939287593
-21.830364976311365,45.99510879101594
-21.1489406036144,46.17612739077028
-20.194387173187998,46.54461309001577
-19.102803123354693,47.10271538866465
-18.01028689243698,47.85258378662921
-17.32979470082441,47.84183628706788
-16.646505965958646,48.40638708545356
-15.960420687839672,49.54623618178626
-14.596639761361333,50.10003948061061
-14.049449464818075,50.66673977890856
-12.819902614493449,51.60622477627652
-12.547705737848418,51.60192577645198
-11.729250745744546,51.97256097560974
-11.048758554131988,51.961813476048405
-10.364537638181806,52.71813037374977
-9.407187664502203,53.66191437094224
-8.724831110720835,54.03469907001225
-8.041542375855059,54.59924986839795
-7.3601180031580995,54.78026846815227
-6.538866467801008,55.72620196525705
-5.85650991401964,56.09898666432706
-5.17322117915387,56.663537462712725
-4.351969643796778,57.60947095981749
-3.80384716616912,58.367937357431096
-2.712263116335812,58.92603965608001
-2.1660050008769502,59.300973855062274
-1.7567775048250098,59.486291454641155
-1.3494143709418722,59.28807685558868
-1.079081856465656,58.900245657132814
-0.3985896648530982,58.889498157571495
0.6883334795582031,58.48876995964203
1.7743244428850955,57.89627566239689
2.180755395683832,57.50629496402875
2.8575188629587833,56.72848306720475
3.2583567292511053,55.1879057729426
3.937916739779269,54.9853921740656
4.474853044394081,53.442665379891174
4.8822161782772335,53.24445078083872
5.967274960519718,52.46019038427792
6.641241884541457,51.1070801895069
7.0486050184245945,50.90886559045443
7.730029391121563,51.08988419020878
8.54662002105664,51.07698719073518
10.04090629935108,50.47804439375327
11.400026320407404,50.07301719599927
11.809253816459332,50.25833479557814
12.896176960870648,49.857606597648676
13.711835409721315,49.65294349885942
15.07375197403084,49.82321459905243
15.618145727320893,49.81461659940338
16.296773556764652,49.42033690121072
17.519795139498456,49.01745920336898
18.607650464994162,48.80849710475519
19.1511120371998,48.608133005790464
20.374133619933612,48.205255307948754
21.05462581154617,48.19450780838741
22.414678013686892,47.98124670994909
23.09423802421506,47.77873311107207
23.63863177750511,47.77013511142302
24.588524302509484,47.179790314090155
25.269016494122056,47.169042814528844
26.084674942972736,46.964379715739575
26.765167134585294,46.95363221617824
27.446591507282267,47.134650815932595
28.534446832777967,46.92568871731881
29.21587120547493,47.10670731707314
29.761197139849372,47.28987541673975
30.8509168275139,47.46444551675728
31.669371819617783,47.83508071591504
32.35079619231473,48.01609931566939
33.848811194946784,48.184220915950135
34.80243244428877,48.36094051587994
35.61995525530825,48.53980961572203
36.57357650465025,48.716529215651825
37.39109931566972,48.89539831549391
37.936425250044174,49.07856641516052
38.753948061063646,49.257435515002605
39.98163054921947,49.813388313739225
40.93618397964586,50.181874012984714
42.16293428671729,50.546060712405655
42.98232145990558,51.10846201087906
43.79984427092504,51.28733111072116
44.347966748552714,52.04579750833476
44.89329268292717,52.22896560800138
45.574717055624134,52.409984207755706
46.12377171433621,53.360216704685
46.944091068608884,54.1143841024741
47.764410422881575,54.86855150026317
48.58566195823866,55.81448499736793
49.407845674680146,56.95218459378836
49.95690033339221,57.90241709071763
50.77721968766488,58.65658448850672
51.46050842253066,59.221135286892405
52.14472933848084,59.97745218459375
52.55582119670157,60.54630198280397
52.96691305492233,61.11515178101418
53.65299833304132,62.255000877346866
54.06315801017766,62.63208457624141
54.338151430075904,63.2030838743639
55.02237234602606,63.95940077206525
55.43439638533121,64.72001666959112
55.70845762414504,65.09924986839793
55.98251886295887,65.47848306720475
56.1195494823658,65.66809966660816
56.39361072117961,66.04733286541493
