C,P,Q,Qp,MTD
0.0,9.60932132589971,43.63832929715045,0.0,53.24765062305016
0.0,9.635337625489443,43.66671516807577,0.0,53.30205279356521
0.0,9.661360715286461,43.69517779726412,0.0,53.356538512550586
0.0,9.687390172513133,43.72371720408949,0.0,53.41110737660262
0.0,9.713425572782507,43.752333406666715,0.0,53.46575897944922
0.0,9.739466490109647,43.78102642184579,0.0,53.52049291195544
0.0,9.765512496922973,43.80979626520616,0.0,53.57530876212913
0.0,9.791563164075603,43.83864295105108,0.0,53.63020611512668
0.0,9.817618060987943,43.86756649244422,0.0,53.685184553432165
0.0,9.843676756590373,43.89656690150479,0.0,53.74024365809517
0.0,9.869738817702583,43.92564418887483,0.0,53.79538300657741
0.0,9.89580380945028,43.954798363844326,0.0,53.850602173294604
0.0,9.921871295490476,43.984029434414715,0.0,53.90590072990519
0.0,9.947940838025033,44.01333740729382,0.0,53.96127824531885
0.0,9.974011997814188,44.042722287890896,0.0,54.016734285705084
0.0,10.000084334190078,44.07218408031164,0.0,54.072268414501714
0.0,10.026157405070274,44.10172278735319,0.0,54.12788019242346
0.0,10.052230766971318,44.13133841049914,0.0,54.18356917747046
0.0,10.07830397502224,44.161030949914554,0.0,54.2393349249368
0.0,10.104376582978102,44.19080040444098,0.0,54.29517698741908
0.0,10.130448143233515,44.22064677159144,0.0,54.351094914824955
0.0,10.156518206836179,44.25057004754547,0.0,54.40708825438165
0.0,10.182586324070579,44.28057022729207,0.0,54.463156551362644
0.0,10.208652044557148,44.31064730464691,0.0,54.51929934920406
0.0,10.23471491585918,44.3408012718824,0.0,54.57551618774158
0.0,10.260774484283187,44.3710321199268,0.0,54.63180660420999
0.0,10.286830294910416,44.40133983836396,0.0,54.688170133274376
0.0,10.31288189161271,44.4317244154289,0.0,54.744606307041614
0.0,10.338928817068366,44.46218583800344,0.0,54.80111465507181
0.0,10.364970612777986,44.4927240916118,0.0,54.857694704389786
0.0,10.391006819080333,44.52333916041622,0.0,54.91434597949655
0.0,10.417036975168193,44.55403102721259,0.0,54.97106800238078
0.0,10.443060619104225,44.58479967342604,0.0,55.027860292530264
0.0,10.469077287836818,44.615645079106564,0.0,55.08472236694338
0.0,10.495086517215954,44.64656722292464,0.0,55.14165374014059
0.0,10.521087843281698,44.67756608256434,0.0,55.19865392584604
0.0,10.547080797906569,44.708641633352904,0.0,55.25572243125947
0.0,10.573064916300092,44.73979385059544,0.0,55.31285876689553
0.0,10.599039730478871,44.77102270752596,0.0,55.37006243800483
0.0,10.625004771499295,44.802328175995406,0.0,55.427332947494705
0.0,10.650959569473821,44.833710226467446,0.0,55.484669795941265
0.0,10.676903653587447,44.86516882801425,0.0,55.54207248160169
0.0,10.702836552114313,44.89670394831233,0.0,55.59954050042664
0.0,10.728757792434473,44.92831555363847,0.0,55.65707334607294
0.0,10.754666901050834,44.960003608865634,0.0,55.714670509916466
0.0,10.780563403606243,44.991768077459014,0.0,55.77233148106526
0.0,10.806446824900723,45.02360892147204,0.0,55.830055746372764
0.0,10.832316688908902,45.055526101542505,0.0,55.88784279045141
0.0,10.858172518797552,45.08751957688869,0.0,55.94569209568624
0.0,10.884013837357413,45.11958930547316,0.0,56.00360314283058
0.0,10.909840167574501,45.15173524422304,0.0,56.06157541179754
0.0,10.935651030755649,45.183957348260286,0.0,56.119608379015936
0.0,10.961445947438962,45.21625557125921,0.0,56.17770151869817
0.0,10.987224437486583,45.24862986547297,0.0,56.23585430295955
0.0,11.012986020105442,45.28108018173093,0.0,56.29406620183637
0.0,11.038730213868215,45.31360646943606,0.0,56.35233668330427
0.0,11.064456536734495,45.34620867656244,0.0,56.41066521329694
0.0,11.090164506072178,45.378886749652835,0.0,56.46905125572501
0.0,11.115853638679043,45.41164063381628,0.0,56.527494272495325
0.0,11.141523450804568,45.44447027272584,0.0,56.58599372353041
0.0,11.16717345817193,45.477375608616335,0.0,56.644549066788265
0.0,11.192803176000238,45.510356582282206,0.0,56.703159758282446
0.0,11.218412119026958,45.543413133075425,0.0,56.76182525210238
0.0,11.243999801530565,45.576545198903474,0.0,56.82054500043404
0.0,11.269565737353402,45.60975271622741,0.0,56.879318453580815
0.0,11.295109439924726,45.64303562005998,0.0,56.938145059984706
0.0,11.32063042228401,45.67639384396381,0.0,56.99702426624782
0.0,11.346128197104413,45.7098273200497,0.0,57.05595551715411
0.0,11.371602276716482,45.743335978974926,0.0,57.114938255691406
0.0,11.397052173564775,45.77691975025683,0.0,57.173971923821604
0.0,11.422477400304308,45.81057856232399,0.0,57.2330559626283
0.0,11.447877468679248,45.84431234168033,0.0,57.292189810359574
0.0,11.473251890201182,45.87812101337987,0.0,57.35137290358105
0.0,11.49860017619105,45.91200450103798,0.0,57.41060467722903
0.0,11.52392183780575,45.945962726831276,0.0,57.46988456463703
0.0,11.549216386064943,45.979995611497685,0.0,57.529211997562626
0.0,11.574483331878145,46.01410307433657,0.0,57.588586406214716
0.0,11.599722186072045,46.048285033208955,0.0,57.648007219281
0.0,11.62493245941807,46.08254140453789,0.0,57.70747386395596
0.0,11.650113662660218,46.11687210330883,0.0,57.766985765969046
0.0,11.675265306543116,46.15127704307019,0.0,57.826542349613305
0.0,11.700386901840341,46.18575613593397,0.0,57.88614303777431
0.0,11.725477959382987,46.22030929257648,0.0,57.945787251959466
0.0,11.750537990088473,46.25493642223914,0.0,58.005474412327615
0.0,11.775566504989609,46.28963743272942,0.0,58.06520393771903
0.0,11.800563015263897,46.32441223042185,0.0,58.12497524568575
0.0,11.8255270322631,46.35926072025912,0.0,58.184787752522226
0.0,11.85045806754304,46.39418280575333,0.0,58.24464087329637
0.0,11.875355632893651,46.429178388987246,0.0,58.3045340218809
0.0,11.900219238422403,46.464247370297095,0.0,58.364466608719496
0.0,11.925048393749973,46.49938964846473,0.0,58.4244380422147
0.0,11.949842610612146,46.5346051211401,0.0,58.48444773175225
0.0,11.974601401007726,46.56989368453475,0.0,58.54449508554247
0.0,11.999324277223218,46.605255233422476,0.0,58.60457951064569
0.0,12.02401075185905,46.64068966114039,0.0,58.664700412999444
0.0,12.048660337855903,46.67619685959003,0.0,58.72485719744593
0.0,12.073272548521164,46.71177671923849,0.0,58.78504926775966
0.0,12.097846897555517,46.74742912911976,0.0,58.84527602667528
0.0,12.122382899079648,46.78315397683597,0.0,58.905536875915615
0.0,12.146880067661076,46.81895114855887,0.0,58.96583121621994
0.0,12.171337918341113,46.8548205290313,0.0,59.02615844737241
0.0,12.195755966661944,46.89076200156876,0.0,59.0865179682307
0.0,12.220133728693837,46.92677544806106,0.0,59.146909176754896
0.0,12.244470721062468,46.962860748974016,0.0,59.207331470036486
0.0,12.268766460976389,46.999017783351306,0.0,59.26778424432769
0.0,12.293020466254593,47.035246428816315,0.0,59.32826689507091
0.0,12.317232255354234,47.071546561574095,0.0,59.38877881692833
0.0,12.34140134739845,47.10791805641339,0.0,59.44931940381184
0.0,12.365527262189872,47.14436078670737,0.0,59.50988804889724
0.0,12.389609518749669,47.1808746242678,0.0,59.57048414301747
0.0,12.413647636971938,47.21745943950899,0.0,59.63110707648093
0.0,12.437641138344757,47.25411510151882,0.0,59.69175623986358
0.0,12.461589545104742,47.29084147797444,0.0,59.75243102307918
0.0,12.485492380262412,47.32763843514442,0.0,59.813130815406836
0.0,12.509349167627645,47.36450583789101,0.0,59.87385500551866
0.0,12.533159431835164,47.40144354967248,0.0,59.934602981507645
0.0,12.556922698370077,47.43845143254549,0.0,59.995374130915565
0.0,12.580638493593462,47.47552934716759,0.0,60.05616784076105
0.0,12.604306344768005,47.512677152799704,0.0,60.11698349756771
0.0,12.62792578008369,47.54989470730881,0.0,60.177820487392495
0.0,12.651496328683535,47.587181867170564,0.0,60.2386781958541
0.0,12.675017520689378,47.62453848747205,0.0,60.29955600816143
0.0,12.698488887227708,47.661964421914625,0.0,60.36045330914233
0.0,12.721909960455555,47.69945952281679,0.0,60.42136948327234
0.0,12.745280273586422,47.73702364111714,0.0,60.482303914703564
0.0,12.768599360916271,47.774656626377414,0.0,60.54325598729368
0.0,12.79186675784955,47.81235832678557,0.0,60.60422508463512
0.0,12.815082000925285,47.85012858915899,0.0,60.66521059008428
0.0,12.83824462779604,47.88796725894948,0.0,60.72621188674552
0.0,12.861354176211231,47.92587418028657,0.0,60.7872283564978
0.0,12.884410185525205,47.963849195924105,0.0,60.84825938144931
0.0,12.907412196699584,48.00189214724462,0.0,60.9093043439442
0.0,12.930359751923863,48.040002874278386,0.0,60.970362626202245
0.0,12.953252394639746,48.078181215707126,0.0,61.03143361034687
0.0,12.976089669565456,48.11642700886768,0.0,61.092516678433135
0.0,12.998871122720072,48.15474008975591,0.0,61.15361121247598
0.0,13.021596301447852,48.1931202930305,0.0,61.214716594478354
0.0,13.044264754442567,48.231567452016975,0.0,61.27583220645954
0.0,13.06687603177182,48.27008139871171,0.0,61.33695743048353
0.0,13.089429684901386,48.308661963786015,0.0,61.3980916486874
0.0,13.11192526671954,48.347308976590334,0.0,61.45923424330987
0.0,13.134362331561388,48.386022265158495,0.0,61.52038459671988
0.0,13.156740435233203,48.424801656212004,0.0,61.58154209144521
0.0,13.179059135036761,48.463646975164444,0.0,61.6427061102012
0.0,13.201317989793669,48.50255804612595,0.0,61.70387603591962
0.0,13.223516559869712,48.541534691907735,0.0,61.76505125177745
0.0,13.245654407199185,48.5805767340267,0.0,61.82623114122588
0.0,13.267731095309228,48.61968399271011,0.0,61.88741508801934
0.0,13.289746189230728,48.65885628689667,0.0,61.9486024761274
0.0,13.311699254520585,48.69809343420902,0.0,62.009792688729604
0.0,13.333589859020234,48.7373952510146,0.0,62.07098511003483
0.0,13.35541757249421,48.776761552418165,0.0,62.132179124912376
0.0,13.377181966383995,48.816192152258125,0.0,62.19337411864212
0.0,13.398882613830331,48.85568686311154,0.0,62.254569476941874
0.0,13.420519089695476,48.89524549629928,0.0,62.315764585994756
0.0,13.442090970585436,48.93486786189118,0.0,62.37695883247662
0.0,13.463597834872125,48.9745537687113,0.0,62.43815160358343
0.0,13.4850392627155,49.014303024343285,0.0,62.49934228705878
0.0,13.506414836085623,49.054115435135735,0.0,62.56053027122136
0.0,13.527724138784714,49.093990806207685,0.0,62.6217149449924
0.0,13.548966756469119,49.13392894145414,0.0,62.68289569792326
0.0,13.570142276671254,49.17392964355168,0.0,62.744071920222936
0.0,13.591250288821497,49.213992713964174,0.0,62.80524300278567
0.0,13.612290384270032,49.254117952948484,0.0,62.866408337218516
0.0,13.633262156308646,49.294305159560324,0.0,62.92756731586897
0.0,13.654165200192484,49.334554131660134,0.0,62.98871933185262
0.0,13.674999113161746,49.37486466591906,0.0,63.04986377908081
0.0,13.695763494463357,49.415236557824976,0.0,63.11100005228833
0.0,13.71645794563593,49.45566960171215,0.0,63.17212754734808
0.0,13.737082067680573,49.49616359051233,0.0,63.23324565819291
0.0,13.75763546615277,49.536718316214724,0.0,63.294353782367494
0.0,13.778117748161117,49.577333569601784,0.0,63.3554513177629
0.0,13.798528522893795,49.618009140300835,0.0,63.41653766319463
0.0,13.818867401637647,49.65874481679031,0.0,63.47761221842796
0.0,13.839133997797182,49.699540386406056,0.0,63.53867438420324
0.0,13.859327926913542,49.74039563534774,0.0,63.59972356226128
0.0,13.879448806683389,49.7813103486853,0.0,63.660759155368694
0.0,13.899496256977747,49.822284310365504,0.0,63.72178056734325
0.0,13.919469899860767,49.86331730321848,0.0,63.782787203079245
0.0,13.939369359608435,49.904409108964465,0.0,63.8437784685729
0.0,13.959194262727205,49.94555950822049,0.0,63.90475377094769
0.0,13.978944237972565,49.98676828050718,0.0,63.96571251847974
0.0,13.998618916367526,50.02803520425567,0.0,64.02665412062319
0.0,14.018217931221038,50.069360056814496,0.0,64.08757798803553
0.0,14.037740918146323,50.11074261445663,0.0,64.14848353260295
0.0,14.057187515079134,50.15218265238656,0.0,64.20937016746569
0.0,14.076557362295926,50.193679944747394,0.0,64.27023730704332
0.0,14.095850102431951,50.23523426462813,0.0,64.33108436706009
0.0,14.115065380088339,50.276845384001284,0.0,64.39191076408963
0.0,14.13420284116388,50.31851307361401,0.0,64.45271591477788
0.0,14.153262135045205,50.3602371033635,0.0,64.51349923840871
0.0,14.172242913623018,50.402017242134846,0.0,64.57426015575787
0.0,14.191144831205511,50.44385325779087,0.0,64.63499808899638
0.0,14.209967544534306,50.485744917179495,0.0,64.6957124617138
0.0,14.228710712800257,50.527691986141164,0.0,64.75640269894143
0.0,14.247373997659098,50.56969422951626,0.0,64.81706822717535
0.0,14.265957063246919,50.61175141115263,0.0,64.87770847439955
0.0,14.284459576195514,50.65386329391317,0.0,64.93832287010868
0.0,14.302881205647545,50.69602963968342,0.0,64.99891084533095
0.0,14.32122162327154,50.73825020937925,0.0,65.05947183265079
0.0,14.339480503276748,50.780524762954656,0.0,65.1200052662314
0.0,14.35765752242779,50.822853059409454,0.0,65.18051058183724
0.0,14.375752360059167,50.865234856797194,0.0,65.24098721685635
0.0,14.393764698089571,50.90766991223306,0.0,65.30143461032263
0.0,14.411694221036031,50.950157981901796,0.0,65.36185220293783
0.0,14.429540616027866,50.99269882106572,0.0,65.4222394370936
0.0,14.44730357282046,51.03529218407282,0.0,65.48259575689329
0.0,14.46498278380884,51.07793782436485,0.0,65.54292060817369
0.0,14.482577944041081,51.12063549448549,0.0,65.60321343852657
0.0,14.500088751231495,51.16338494608857,0.0,65.66347369732006
0.0,14.517514905773634,51.206185929946386,0.0,65.72370083572002
0.0,14.534856110753095,51.24903819595797,0.0,65.78389430671106
0.0,14.55211207196012,51.29194149315751,0.0,65.84405356511763
0.0,14.569282497901986,51.334895569722775,0.0,65.90417806762476
0.0,14.58636709981518,51.377900172983566,0.0,65.96426727279875
0.0,14.603365591677386,51.4209550494303,0.0,66.02432064110768
0.0,14.62027768926246,51.46405994445562,0.0,66.08433763371808
0.0,14.637103110078503,51.50721460234255,0.0,66.14431771242106
0.0,14.653841575882657,51.55041876697164,0.0,66.2042603428543
0.0,14.670492811211052,51.59367218141643,0.0,66.26416499262749
0.0,14.68705654335365,51.63697458794224,0.0,66.3240311312959
0.0,14.703532502362595,51.680325728014324,0.0,66.38385823037692
0.0,14.719920421060282,51.723725342306096,0.0,66.44364576336638
0.0,14.736220035047099,51.76717317070742,0.0,66.50339320575452
0.0,14.752431082708874,51.810668952332854,0.0,66.56310003504173
0.0,14.768553305224007,51.854212425529965,0.0,66.62276573075397
0.0,14.784586446570279,51.89780332788771,0.0,66.68238977445799
0.0,14.80053025353134,51.941441396244734,0.0,66.74197164977608
0.0,14.816384475702877,51.98512636669781,0.0,66.80151084240069
0.0,14.832148865498453,52.02885797461025,0.0,66.8610068401087
0.0,14.847823178155004,52.072635954620296,0.0,66.9204591327753
0.0,14.863407171738011,52.11646004064967,0.0,66.97986721238769
0.0,14.878900607146322,52.16032996591198,0.0,67.0392305730583
0.0,14.894303248116634,52.204245462921264,0.0,67.09854871103789
0.0,14.909614861227624,52.24820626350056,0.0,67.15782112472819
0.0,14.924835215903727,52.292212098790394,0.0,67.21704731469413
0.0,14.939964084418566,52.336262699257404,0.0,67.27622678367597
0.0,14.955001241898003,52.38035779470292,0.0,67.33535903660092
0.0,14.969946466322845,52.424497114271574,0.0,67.39444358059441
0.0,14.98479953853117,52.46868038645998,0.0,67.45347992499114
0.0,14.999560242220285,52.51290733912533,0.0,67.51246758134562
0.0,15.01422836394831,52.557177699494105,0.0,67.57140606344241
0.0,15.028803693135377,52.601491194170784,0.0,67.63029488730616
0.0,15.043286022064969,52.64584754914647,0.0,67.68913357121144
0.0,15.057675148273157,52.69024648971244,0.0,67.7479216379856
0.0,15.071970872537817,52.73468774054905,0.0,67.80665861308687
0.0,15.0861729965528,52.77917102582717,0.0,67.86534402237997
0.0,15.100281324945136,52.82369606913652,0.0,67.92397739408165
0.0,15.114295665277615,52.86826259349433,0.0,67.98255825877195
0.0,15.12821582805108,52.91287032135396,0.0,68.04108614940503
0.0,15.142041626706417,52.95751897461356,0.0,68.09956060131998
0.0,15.155772877626267,53.00220827462477,0.0,68.15798115225104
0.0,15.169409400136407,53.046937942201325,0.0,68.21634734233773
0.0,15.18295101650685,53.09170769762778,0.0,68.27465871413463
0.0,15.196397551952645,53.13651726066819,0.0,68.33291481262084
0.0,15.209748834634349,53.18136635057479,0.0,68.39111518520915
0.0,15.223004695658211,53.22625468609669,0.0,68.4492593817549
0.0,15.236164969076034,53.27118198548857,0.0,68.5073469545646
0.0,15.249229491884712,53.316147966519374,0.0,68.56537745840409
0.0,15.26219810402548,53.36115234648104,0.0,68.62335045050652
0.0,15.275070648382819,53.40619484219719,0.0,68.68126549058
0.0,15.287846970783049,53.45127517003183,0.0,68.73912214081487
0.0,15.3005269199926,53.49639304589807,0.0,68.79691996589067
0.0,15.31311034771596,53.54154818526682,0.0,68.85465853298278
0.0,15.325597108593277,53.58674030317552,0.0,68.91233741176879
0.0,15.337987060197666,53.631969114236824,0.0,68.96995617443449
0.0,15.350280063032146,53.67723433264732,0.0,69.02751439567948
0.0,15.362475980526261,53.72253567219624,0.0,69.0850116527225
0.0,15.374574679032364,53.76787284627411,0.0,69.14244752530647
0.0,15.386576027821553,53.81324556788152,0.0,69.19982159570307
0.0,15.398479899079273,53.85865354963778,0.0,69.25713344871706
0.0,15.410286167986971,53.90409650379188,0.0,69.31438267177884
0.0,15.421994715770142,53.94957414231258,0.0,69.37156885808272
0.0,15.433605425557953,53.99508617678686,0.0,69.42869160234481
0.0,15.445118182014326,54.04063231841897,0.0,69.4857505004333
0.0,15.456532872765257,54.0862122780772,0.0,69.54274515084245
0.0,15.467849388396242,54.13182576630272,0.0,69.59967515469896
0.0,15.47906762244949,54.177472493318284,0.0,69.65654011576777
0.0,15.490187471420871,54.22315216903699,0.0,69.71333964045786
0.0,15.501208834756634,54.26886450307103,0.0,69.77007333782767
0.0,15.512131614849888,54.31460920474039,0.0,69.82674081959028
0.0,15.522955717036846,54.36038598308161,0.0,69.88334170011846
0.0,15.533681049592802,54.40619454685648,0.0,69.93987559644928
0.0,15.544307523727905,54.452034604560744,0.0,69.99634212828865
0.0,15.554835053582652,54.497905864432795,0.0,70.05274091801545
0.0,15.565263556223162,54.54380803446236,0.0,70.10907159068552
0.0,15.575592951636196,54.58974082239919,0.0,70.16533377403539
0.0,15.585823162723933,54.635703935761725,0.0,70.22152709848567
0.0,15.595954115298504,54.68169708184569,0.0,70.2776511971442
0.0,15.605985738076262,54.72771996773281,0.0,70.33370570580907
0.0,15.615917962671835,54.77377230029938,0.0,70.38969026297121
0.0,15.625750723591906,54.81985378622489,0.0,70.4456045098168
0.0,15.635483958228757,54.86596413200064,0.0,70.5014480902294
0.0,15.645117606853553,54.91210304393829,0.0,70.55722065079183
0.0,15.654651612609383,54.958270228178435,0.0,70.61292184078782
0.0,15.66408592150406,55.004465390699174,0.0,70.66855131220323
0.0,15.673420482402646,55.05068823732459,0.0,70.72410871972724
0.0,15.682655247019747,55.096938473733346,0.0,70.7795937207531
0.0,15.691790169911542,55.14321580546709,0.0,70.83500597537864
0.0,15.700825208649967,55.18951993793737,0.0,70.89034514658734
0.0,15.709760325537292,55.23585057641894,0.0,70.94561090195623
0.0,15.718595484564156,55.28220742608487,0.0,71.00080291064903
0.0,15.727330652070545,55.32859019200906,0.0,71.05592084407961
0.0,15.735965797237286,55.37499857917026,0.0,71.11096437640755
0.0,15.744500892078808,55.421432292460395,0.0,71.1659331845392
0.0,15.752935911435696,55.46789103669291,0.0,71.2208269481286
0.0,15.76127083296706,55.51437451661106,0.0,71.27564534957813
0.0,15.769505637142728,55.56088243689622,0.0,71.33038807403895
0.0,15.777640307235222,55.607414502176134,0.0,71.38505480941136
0.0,15.785674829311581,55.65397041703311,0.0,71.4396452463447
0.0,15.793609192224967,55.70054988601228,0.0,71.49415907823725
0.0,15.801443387606096,55.74715261362976,0.0,71.54859600123585
0.0,15.809177409854486,55.793778304380794,0.0,71.60295571423528
0.0,15.81681125612951,55.840426662747895,0.0,71.6572379188774
0.0,15.824344926341254,55.88709739320891,0.0,71.71144231955017
0.0,15.831778423141214,55.933790200245134,0.0,71.76556862338634
0.0,15.839111751912776,55.9805047883493,0.0,71.81961654026207
0.0,15.846344920761535,56.02724086203362,0.0,71.87358578279516
0.0,15.853477940505407,56.07399812583776,0.0,71.92747606634316
0.0,15.860510824664575,56.12077628433675,0.0,71.98128710900133
0.0,15.867443589451232,56.16757504214893,0.0,72.03501863160017
0.0,15.874276253759154,56.21439410394384,0.0,72.088670357703
0.0,15.881008839153074,56.26123317445002,0.0,72.1422420136031
0.0,15.887641369857876,56.30809195846286,0.0,72.19573332832074
0.0,15.894173872747619,56.35497016085238,0.0,72.2491440336
0.0,15.900606377334345,56.40186748657094,0.0,72.30247386390529
0.0,15.906938915756736,56.44878364066099,0.0,72.35572255641773
0.0,15.913171523025762,56.49571832828058,0.0,72.40888985130634
0.0,15.919304237893654,56.542671254772266,0.0,72.46197549266591
0.0,15.925337100773893,56.58964212552689,0.0,72.51497922630078
0.0,15.931270154519844,56.63663064604612,0.0,72.56790080056597
0.0,15.93710344457962,56.68363652196159,0.0,72.62073996654121
0.0,15.942837018985074,56.7306594590425,0.0,72.67349647802757
0.0,15.948470928340639,56.77769916320312,0.0,72.72617009154375
0.0,15.954005225812038,56.824755340510315,0.0,72.77876056632235
0.0,15.95943996711486,56.871827697191044,0.0,72.8312676643059
0.0,15.964775210502996,56.91891593963973,0.0,72.88369115014272
