t,mtd
-8.959711657526872,77.72470369715175
-8.12281089686882,78.20763311515991
-7.148947461524749,78.5165841146292
-6.036440827878899,78.82120113214202
-5.3398637891384055,79.1388200955243
-4.366000353794341,79.44777109499361
-3.809747036971409,79.60007960375003
-3.393817442066052,79.58707765788057
-3.2534937201484913,79.75238811250644
-2.560277728639562,79.73071820272402
-1.8586591190517368,80.55727047585333
-1.579692198832376,80.7182469485227
-1.0183973111621114,81.37948876702616
-0.5957456217936326,82.0450645674861
-0.03445073412337507,82.70630638598955
0.10755351140997503,83.04126127719775
0.39156200247666817,83.71117105961417
0.6822925880064759,85.05965858835997
1.1066248009907298,85.89487882540223
1.6662391650452122,86.38647620732334
1.9536087033434624,87.39567486290446
2.3745798690961664,87.89160622678206
3.3467627808244487,88.030912789669
3.904696621263149,88.35286573500774
4.0534229612596135,89.36639837254533
4.750000000000107,89.68401733592762
5.309614364054596,90.17561471784872
6.007871926410857,90.66287811781336
6.702768441535575,90.81085264461329
6.838050592605804,90.46722978949214
7.3825402441182675,89.43202724217211
7.514461347956939,88.74911551388624
7.918627277551835,87.54860251194039
8.047187334158949,86.52640191048981
8.454714310985423,85.66517778170864
8.723598089510098,84.80828763488392
8.99584291526633,84.29068636122393
9.403369892092789,83.42946223244277
9.530249425084124,82.23761719440985
9.660490005307011,81.38506102954166
9.789050061914118,80.36286042809108
10.196577038740584,79.50163629930991
10.746108261100387,78.97536706173693
11.020033610472405,78.6274102246593
11.708208031134,78.09680700512982
11.985494427737576,78.08813904121686
12.536706173713164,77.73151424022623
13.091278966920305,77.71417831240029
13.921457633115239,77.51852998407907
14.476030426322394,77.50119405625313
15.165885370599769,77.14023527330602
15.581814965505126,77.12723332743656
15.717097116575351,76.78361047231539
16.547275782770292,76.58796214399416
17.23545020343188,76.05735892446471
17.511056076419685,75.87904652396938
18.33955421899884,75.51375375906579
18.47483637006907,75.17013090394462
19.024367592428874,74.64386166637166
19.984786838846702,73.59565717318219
20.262073235450274,73.58698920926923
20.95360870334344,73.39567486290447
21.36449672740145,72.87373960728797
21.915708473377048,72.51711480629734
22.18795329913328,71.99951353263735
22.59211922872817,70.79900053069147
23.27693260215822,69.92910843799733
23.55589952237757,70.09008491066672
24.108791791968926,69.90310454625843
24.52304086325852,69.72045816380664
25.49354325137103,69.69012029011125
25.91115336989216,69.84676278082415
27.15894215460825,69.80775694321581
27.853838669732948,69.95573147001572
29.241951176366605,70.08203608703326
30.070449318945755,69.71674332212966
30.20741199363177,69.54276490359082
30.623341588537127,69.52976295772136
31.45688130196361,69.67340350256482
32.28537944454278,69.30811073766124
33.117238634353505,69.28210684592233
33.670130903944866,69.09512648151406
34.782637537590716,69.39974349902688
35.198567132496095,69.38674155315744
36.16906952060858,69.35640367946205
36.446355917212145,69.34773571554908
37.1395719087211,69.32606580576666
37.418538828940456,69.48704227843605
37.97311162214759,69.46970635061011
38.390721740668724,69.62634884132301
38.66632761365653,69.44803644082768
38.9436140102601,69.43936847691472
